,token,latitude,longitude,address,comment,explanation,time,categorie,cityname
19,FC9A4826,43.6009499,3.8804425,"Boulevard Rabelais, Montpellier",Défaut de la chaussé sur bande,Défaut de chaussé emmenant les usagers de la bande cyclable à se déporter inopinément sur la voie motorisé ce qui apporte un danger supplémentaire sur un boulevard déjà surchargé en véhicule motorisé.,2024-04-08 15:37:00,4,Montpellier
20,42F6E04B,43.596538888888894,3.9224527777777776,"Place Françoise Héritier, Montpellier",Squouate de l’espace piéton vélo OKLM,,2024-04-03 12:14:00,2,Montpellier
21,480D3466,43.6008,3.89295,"Avenue du Petit Train, Montpellier",rebord du trottoir très dangereux pour virage à ,,2024-04-02 06:40:00,3,Montpellier
22,E3B79D4F,43.66135125488785,3.975059911608696,"Avenue Mendès France, Vendargues",égoïsme ,,2024-03-23 17:21:00,2,Vendargues
23,FA7BDFC7,43.65886846360422,3.972467556595802,"Rue du Stade, Vendargues",encore le même GCUM #coachfootball,,2024-03-22 17:22:00,2,Vendargues
24,8F0414E1,43.655721167076656,3.917360901832581,"Impasse Le Ribet, Jacou",espacement trop serré pour vélo volumineux ,Les bornes sont trop rapprochées pour passer facilement avec un vélo cargo ou avec un vélo plus carriole. C'est assez dangereux si on reste bloqué sur le passage et que des voitures arrivent en même temps on reste au final coincé en travers de la route. ,2024-03-20 22:33:01,3,Jacou
25,B9EAB99C,43.65346859600572,3.919038623571395,"Chemin de Caylus, Castelnau-le-Lez",Barrières trop rapprochées passage carriole ,Il y a 2 paires de barrière trop rapprochées au niveau du passage à niveau du tramway. Il est impossible de passer en restant sur le vélo avec une carriole. On doit systématiquement descendre à pied et c'est très difficile de manœuvrer. Ma fille de 4 ans est tombée sur les rails en vélo par inadvertance et j'ai eu du mal à l'aider car j'étais bloqué à manœuvrer mon vélo avec la carriole. De plus la signalétique au vert pour le passage piéton vélo est beaucoup trop court pour laisser un temps raisonnable pour traverser avant l'arrivée du tramway. ,2024-03-20 22:24:03,3,Castelnau-le-Lez
26,6D94236F,43.6016298,3.883847,"Boulevard Rabelais, Montpellier","Peu de signalisation sur route refaite, danger",,2024-03-20 13:01:00,6,Montpellier
27,FE860712,43.6001625,3.8779522,"Boulevard Vieussens, Montpellier",bande cyclable trop étroite + marquage effacé,Pont Boulevard Vieussens,2024-03-19 17:03:00,3,Montpellier
28,839C0E23,43.614,3.87821,"sainte Ursule , Montpellier",nombreux et de plus en plus de scooters sur les a,,2024-03-19 11:12:00,2,Montpellier
29,B93CBF6E,43.61222842008971,3.84572546929121,"Avenue de Lodève, Montpellier",deux livreurs garés sur la pc,,2024-03-15 08:28:00,2,Montpellier
30,007B7CC6,43.598990754662026,3.888466847129167,"Rue Émile Gaboriau, Montpellier",trou au milieu du trottoir,,2024-03-07 13:42:00,4,Montpellier
31,55ED0ECD,43.60452115693811,3.88689637184143,"Rue de la Méditerranée, Montpellier",,,2024-03-06 08:36:00,2,Montpellier
32,1965A1B6,43.6282,3.81652,"Place Gabriel Monnet, Montpellier",arceaux vélos bloqués mairie de la mossob,,2024-03-05 09:02:00,2,Montpellier
33,C1572600,43.61683686452045,3.8973741540513593,"Avenue de la Pompignane, Montpellier",Comme d hab,,2024-03-04 16:17:00,2,Montpellier
34,D23C33AA,43.600322,3.8782818,"Boulevard Vieussens, Montpellier",Marquage effacé,Marquage effacé pour la bande cyclable et aussi sur la bande centrale pour les voitures qui se déportent donc sur la droite,2024-03-01 15:57:00,6,Montpellier
35,217717F3,43.59369198323899,3.904128558933735,"Allée de la Méditerranée, Montpellier",panneau vandalisé,,2024-02-29 09:28:00,4,Montpellier
36,19245A19,43.59381145203195,3.904099389910698,"Allée de la Méditerranée, Montpellier",panneaux vandalisés ,,2024-02-29 09:27:00,4,Montpellier
37,7E9352C6,43.60788768316615,3.890552558004857,"Rue Léon Blum, Montpellier","Tournage d'un film, donc au milieu !",,2024-02-26 17:19:00,2,Montpellier
38,A7B59C59,43.5913406822852,3.9061988890171055,"Avenue Raymond Dugrand, Montpellier",panneau à terre ,,2024-02-26 08:55:00,4,Montpellier
39,40AA2391,43.65887913623664,3.972483985126019,"Rue du Stade, Vendargues",GCUM,,2024-02-24 16:52:00,2,Vendargues
40,137A3ACD,43.65856720351557,3.9712129533290863,"Rue de la Cadoule, Vendargues",et les piétons ?,,2024-02-24 16:50:00,2,Vendargues
41,8FBB47B7,43.60584526062039,3.889573886990547,"Rue de Montréal, Montpellier",Intersection Blum / Montréal : panneau cyclable H,,2024-02-19 17:22:00,6,Montpellier
42,CB698FB6,43.60983171951053,3.8966897875070567,"Allée Alegria Beracasa, Montpellier","Panneau cyclable HS, percuté par un livreur ",,2024-02-15 10:52:00,6,Montpellier
43,CE970A25,43.61323921503531,3.874367773532867,"Rue du Cardinal de Cabrières, Montpellier","À cause de travaux, impossible de stationner un v",,2024-02-14 10:01:00,5,Montpellier
44,FB55F331,43.624615069584365,3.887493498623371,"Avenue de Castelnau, Montpellier",véhicule garé sur piste cyclable,,2024-02-13 11:26:00,2,Montpellier
45,FFEA259E,43.620422222222224,3.897463888888889,"Avenue de la Pompignane, Montpellier",Garée sur piste cyxlable,,2024-02-12 12:04:00,2,Montpellier
46,AC866C26,43.65836733286422,3.961816839873791,"Route de Jacou, Vendargues",warnings d'immunité ,,2024-02-12 07:18:00,2,Vendargues
47,63812A40,43.61053304287373,3.849704191088676,"Avenue de Lodève, Montpellier",bordure saillante de 2cm invisible dangereuse,"voie cyclable avenue de lodeve, en bout de ligne droite au carrefour avec la rue de la taillade, nouvel aménagement créant une chicane pour les cyclistes avec une bordure en débord de 2cm invisible. Le piège parfait pour une chute à vélo. Rue de la taillade ils ont pourtant fait une transition inclinée sécuritaire entre le trottoir et la voie cyclable.",2024-02-09 15:30:00,3,Montpellier
48,718D39BD,43.61029587074428,3.9137187972664833,"Avenue Albert Einstein, Montpellier",warnings d'immunité ,,2024-02-08 11:36:00,2,Montpellier
49,C7071E0A,43.59336854214588,3.879270181059837,"Avenue des Prés d'Arènes, Montpellier","stationnement sur le trottoir, les piétons doiven",,2024-02-07 11:51:00,2,Montpellier
50,7D42E952,43.601690041006,3.881478980183601,"3 Rue Adolphe Mion, Montpellier",anneaux de stationnement insuffisant devant la sal,Le nombre d'anneaux de stationnement vélo est insuffisant devant la salle de sport. cette salle d'arts martiaux est fréquentée par un public jeune qui se déplace fréquemment en vélo. les anneaux sont toujours saturés aux horaires d'ouverture ,2024-02-05 16:10:33,3,Montpellier
51,6061BC32,43.60391396286617,3.895112648606301,"Boulevard des Consuls de Mer, Montpellier",insertion impossible sur piste qui est obligatoire,,2024-02-04 16:38:00,3,Montpellier
52,B1075A85,43.60392246022654,3.893347755074501,"Boulevard des Consuls de Mer, Montpellier",panneaux incohérents ,,2024-01-30 07:47:00,6,Montpellier
53,40887E54,43.60385520965597,3.893088586628437,"Chemin de Moularès, Montpellier",piste obligatoire mais peu accessible,,2024-01-30 07:45:00,3,Montpellier
54,EAEF4DD8,43.620648279626025,3.897487409412861,"Avenue de la Pompignane, Montpellier",piste cyclable systématiquement encombrée ,,2024-01-28 11:17:00,2,Montpellier
55,8B4E3025,43.60579130005593,3.876897096633912,"Rue Durand, Montpellier",stationnement sur trottoir,Les piétons sont contraints de se déporter sur la voie,2024-01-28 10:45:00,2,Montpellier
56,78B40151,43.61428745574182,3.870261762000041,"Rue du Faubourg Saint-Jaumes, Montpellier",véhicule garé sur la piste cyclable,,2024-01-28 10:04:00,2,Montpellier
57,46F9BD01,43.59921,3.87911,"Boulevard de la Perruque, Montpellier",travaux non signalés hyper dangereux ,,2024-01-22 14:00:00,2,Montpellier
58,389CA40A,43.65520573690874,3.968488918621064,"Passage Yvonne Barre, Vendargues",Vue de la hauteur d’un enfant ,Probleme vital au Passage piéton ,2024-01-20 09:52:00,2,Vendargues
59,D608F411,43.61594781412606,3.9001142978668217,"Rue du Petit Verger, Montpellier",Comme tt les jours ,,2024-01-19 15:34:00,2,Montpellier
60,E1EE2CFF,43.631057281104056,3.861059876371656,"Place Eugène Bataillon, Montpellier",Les bus TAM passaient ; route à réduire de 2m mi,"réduire la taille de l'anneau diminuera les rayons de giration et donc les vitesses, et augmentera les zones tampon et donc la sécurité globale.",2024-01-18 08:35:00,3,Montpellier
61,914EB23F,43.6105287703614,3.871647476626095,"Place Giral, Montpellier","Impunité devant les affiches ""vidéoverbalisatio",stationnement interdit en zone de rencontre Art. R417-10,2024-01-18 07:27:00,7,Montpellier
62,1376B6D9,43.60775,3.86953,"Cours Gambetta, Montpellier",camionns sir la piste cyclable ,,2024-01-16 11:39:00,2,Montpellier
63,F15D2CB9,43.58777142469018,3.87202687561512,"Avenue de Maurin, Montpellier","pour éviter les ralentisseurs, emprunter la piste",des ralentisseurs ont été installé sur l'avenue de Maurin. Aucune protection de la piste cyclable. Les voitures empruntent en masse la piste à grande vitesse.,2024-01-15 16:15:00,7,Montpellier
64,BD23F154,43.66089259142778,3.8657015562057495,"not found, Montferrier-sur-Lez",dépôts d'encombrants sur la piste cyclable ,,2024-01-15 07:20:00,2,Montferrier-sur-Lez
65,ACE5A075,43.607139635610025,3.866476698908088,"Rue du Faubourg Figuerolles, Montpellier",Véhicule garé puis roulant sur la piste cyclable,,2024-01-12 16:33:00,2,Montpellier
66,75E0FB57,43.65560555555555,3.968088888888889,"Rue du Salaison, Vendargues",Manque panneau double sens cyclable,,2024-01-12 15:26:00,6,Vendargues
67,CD65B621,43.63092760905806,3.861146844086325,"Place Eugène Bataillon, Montpellier",Voirie trop large - à réduire.,,2024-01-10 10:15:00,3,Montpellier
68,BE52EFB6,43.594581437281725,3.87916624546051,"Avenue des Prés d'Arènes, Montpellier",véhicule arrêté plusieurs minutes sur piste cyc,,2024-01-06 13:47:00,2,Montpellier
69,641407D4,43.62078286449736,3.897464275360108,"Avenue de la Pompignane, Montpellier",,Aménagements insuffisants ,2023-12-23 10:20:00,2,Montpellier
70,4A7BD51D,43.60680153959841,3.884850516915321," 9 Rue Bayard, Montpellier",scooters au rack vélo+ poubelle ,,2023-12-19 16:20:00,2,Montpellier
71,96FD8E5F,43.61606638916331,3.8227171450853343,"Rue du Pilory, Montpellier","véhicules sur trottoir, collégiens sur la route",,2023-12-18 08:02:00,2,Montpellier
72,F9E64D4F,43.614853329562266,3.869967809228655,"Rue du Faubourg Saint-Jaumes, Montpellier",Véhicule garé sur la piste cyclable,,2023-12-17 09:44:00,2,Montpellier
73,62EB8F68,43.62267,3.81072,"Avenue de Heidelberg, Montpellier","stade de la mosson, aucun arceau!!!!!",,2023-12-12 09:27:00,5,Montpellier
74,DE61D009,43.61599745303908,3.8225112855434418,"Rue du Pilory, Montpellier",Véhicules sur trottoir proximité collège ,,2023-12-12 07:52:00,2,Montpellier
75,F1B28E6B,43.61286927188222,3.8393783907729255,"Avenue des Garrats, Montpellier",Arceaux sciés place vélos Géant Casino Celleneu,"Découverte que des arceaux avaient été sciés, sans que ce soit visible, je les ai tordus pour éviter tout accrochage de vélo",2023-12-11 15:05:00,100,Montpellier
76,BC1E07A1,43.61606,3.82264,"Rue du Pilory, Montpellier",véhicules sur piste cyclable abords collège ,,2023-12-11 08:09:00,2,Montpellier
77,A3D5B041,43.61286927188222,3.873013257980347,"Rue de l'École de Médecine, Montpellier",,,2023-12-09 11:46:00,10,Montpellier
78,3CD3EF72,43.658419241082775,3.968876414000988,"Rue des Bergeries, Vendargues",,,2023-12-09 07:45:00,2,Vendargues
79,374666E8,43.63898690833743,3.865116834640504,"Route de Mende, Montpellier",GCUMs,"Tous les jours, le trottoir/ PC est devenu un vrai parking",2023-12-08 09:34:00,2,Montpellier
80,E8AC9D0E,43.63737033575133,3.866642283210764,"Route de Mende, Montpellier",Gcum,Pas la première fois que les gens se garent ici sur la piste cyclable ,2023-12-08 09:33:00,2,Montpellier
81,B40B37C1,43.60354,3.87364,"Rue Étienne-Antoine, Montpellier",pas assez de places pour tous les vélos ,,2023-12-05 13:42:00,5,Montpellier
82,74F40B94,43.58658,3.88385,"Rue de la Restanque, Montpellier","des parkings partout, mais rien pour les velos",,2023-12-04 07:27:00,5,Montpellier
83,A12986D6,43.620916982087365,3.8975512819290175,"Avenue de la Pompignane, Montpellier",Comme d habitude véhicule garé sur piste cyclabl,Aménagement mal conçu. ,2023-12-02 09:04:00,2,Montpellier
84,19A2DD8F,43.65467004291044,3.9689333508818314,"Allée des Acacias, Vendargues",Stationnement gênant récurrent sur l’espace pi,,2023-12-01 16:42:00,2,Vendargues
85,4DBD9486,43.65528978499941,3.9684928153774224,"Passage Yvonne Barre, Vendargues",Parking gênant répétitif  sur espace piéton ,,2023-12-01 16:40:00,2,Vendargues
86,A93F5EFE,43.61056837585463,3.871813120304069,"Place Giral, Montpellier",chaque jour d'école à 8h30,"sous les caméras de vidéo-surveillance et devant les panneaux ""vidéo-verbalisation"" ; impunité totale",2023-11-30 07:21:00,2,Montpellier
87,A0CCAE97,43.63766693141268,3.8663345575332646,"Route de Mende, Montpellier",« Parking Cyclable »,"Sur cette route en travaux, la gauche du trottoir réservé pour les cycles et la droite pour les piétons. Stationnement sur la PC sans impunité depuis des semaines. ",2023-11-29 09:07:00,2,Montpellier
88,F828AD22,43.61614382084236,3.822873048484325,"Rue du Pilory, Montpellier",véhicules sur PC abords collège ,,2023-11-24 07:55:00,2,Montpellier
89,9A232908,43.61607415660897,3.8227503374218954,"Rue du Pilory, Montpellier",véhicules garés trottoir abords du collège ,,2023-11-23 07:51:00,2,Montpellier
90,B5B9DB60,43.60325286455078,3.8843821361660953,"Boulevard de Strasbourg , Montpellier",,,2023-11-23 07:42:00,2,Montpellier
91,A04C6FAA,43.62627441185156,3.884603364486679,"Avenue de la Justice de Castelnau, Montpellier",Gros gravier sur piste cyclable ,,2023-11-22 09:20:00,4,Montpellier
92,C2FDDEAB,43.63373788731484,3.9213681221008314,"Chemin du Clos de l'Armet, Castelnau-le-Lez",Professionnel du trottoir ,Taxis en plein milieu du trottoir ,2023-11-17 19:38:00,2,Castelnau-le-Lez
93,EF8A0165,43.627473,3.8428132,"Rue André Chamson, Montpellier",Vol de 5 vélos dans notre garage,,2023-11-17 19:33:00,10,Montpellier
94,81EBED6A,43.65163,3.95129,"Rue de la Marbrerie, Vendargues",,,2023-11-17 12:43:00,2,Vendargues
95,AFFC2572,43.64577486839124,3.862610310316086,"Route de Mende, Montpellier","poteau bas, délimitation piste absente",,2023-11-16 16:11:00,3,Montpellier
96,D7D356B8,43.64576637694477,3.86258851736784,"Route de Mende, Montpellier",GCUM danger à pied vélo école ,,2023-11-16 16:09:00,2,Montpellier
97,5F53E773,43.60329444444445,3.884413888888889,"Boulevard de Strasbourg, Montpellier",Véhicule garé en feux de détresse sur anneau v?,"A côté du collège à l'heure de la sortie des classes, mettant en danger les enfants qui utilisent leur vélo pour rentrer chez eux.",2023-11-16 15:35:00,2,Montpellier
98,75088535,43.63998973280554,3.937334641817899,"Route de Nîmes, Le Crès",,,2023-11-16 13:11:00,2,Le Crès
99,7287BE00,43.62092909929554,3.897442147135735,"Avenue de la Pompignane, Montpellier",,,2023-11-16 11:30:00,2,Montpellier
100,7DA37B07,43.63583541537467,3.925538226288481,"Route de Nîmes, Castelnau-le-Lez",Bloque trottoir et piste cyclable ,,2023-11-14 12:37:00,2,Castelnau-le-Lez
101,C8D13591,43.59860603428167,3.865512795746326,"avenue de toulouse, Montpellier",est vite partie quand il a vu que je prenais  uneh,,2023-11-14 09:53:00,2,Montpellier
102,CB63247E,43.56148625593215,3.9962768554687504,"19 rue dessalle possel, Montpellier",Tentative de vol velo,,2023-11-13 15:18:00,10,Montpellier
103,59149E62,43.612278277777776,3.860490944444445,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier",Stationnement qui dépasse et bordure arrondie !,Aménagement dangereux car le cycliste est bloqué par la bordure arrondie.,2023-11-13 09:09:00,3,Montpellier
104,8D167AF9,43.61489203692961,3.8806314021348953,"Quai du Verdanson, Montpellier","dakle arrachée, gravier + plot sur PC",,2023-11-07 06:08:00,4,Montpellier
105,B188D4AE,43.61165225451404,3.866565227508546,"Rue Saint-Louis, Montpellier",Vol de mon vélo attaché avec un antivol ,,2023-11-05 10:10:00,10,Montpellier
106,26CFF830,43.59750570155038,3.845695391646876,"Rue du Pas du Loup, Montpellier",un habitué... triple comnbo,,2023-10-29 08:41:00,2,Montpellier
107,5D995C57,43.6068848446462,3.86596147624676,"Rue du Faubourg Figuerolles, Montpellier",combo PC et passage piéton,,2023-10-28 19:39:00,2,Montpellier
108,A1982827,43.60737039819124,3.867113096951838,"Place Roger Salengro, Montpellier",no comment,,2023-10-28 12:40:00,2,Montpellier
109,7E5AF378,43.60686663326145,3.865922510070235,"Rue du Faubourg Figuerolles, Montpellier",sur la PC,,2023-10-26 16:16:00,2,Montpellier
110,0B90286C,43.60865530342531,3.849966712296009,"Avenue de la Liberté, Montpellier",qui a la priorité ?,,2023-10-26 05:59:00,6,Montpellier
111,9813F4E5,43.60486323198699,3.91972191631794,"Rue Georges Méliès, Montpellier",,,2023-10-24 10:45:00,2,Montpellier
112,C07203EB,43.60687606996928,3.8659536900296896,"Rue du Faubourg Figuerolles, Montpellier",piste cyclable bloquée !!! ,,2023-10-23 06:55:00,2,Montpellier
113,3692DE5B,43.630067765025,3.900014720857143,"Avenue de la Galine, Castelnau-le-Lez",,,2023-10-21 15:16:00,2,Castelnau-le-Lez
114,F32AF677,43.65956145309468,3.970096483826637,"Rue des Devèzes, Vendargues",,,2023-10-21 07:50:00,2,Vendargues
115,6D0177F5,43.65843209684959,3.968628980219364,"Rue des Bergeries, Vendargues",,,2023-10-14 11:58:00,2,Vendargues
116,7BAC64D7,43.61937,3.86443,"Rue Hippolyte Rech, Montpellier",fuite borne incendie ,,2023-10-14 09:51:00,100,Montpellier
117,E68B044A,43.61359,3.82971,"Rue Marcellin Albert, Montpellier",,,2023-10-14 08:08:00,2,Montpellier
118,092DAE74,43.592054669188215,3.8509982757972288,"Rue de Bugarel, Montpellier",no comment,,2023-10-13 07:17:00,2,Montpellier
119,02289DD7,43.59263314754228,3.844177601475889,"Avenue du XV de France, Montpellier","et 10 places libres dans la rue, menaces...",,2023-10-12 16:53:00,2,Montpellier
120,9F78F25F,43.58799484340411,3.872155621647835,"Avenue de Maurin, Montpellier",voitures sur la PC pour éviter les ralentisseurs ,,2023-10-12 15:08:00,3,Montpellier
121,A6C7372A,43.61609600254449,3.8227959349751472,"Rue du Pilory, Montpellier",toujours le même véhicule sur trottoir ,,2023-10-12 06:17:00,2,Montpellier
122,B550366C,43.65872535312256,3.97201158106327,"Rue de la Cadoule, Vendargues",,,2023-10-11 16:37:00,2,Vendargues
123,3EEC84C5,43.605869142461074,3.8624548169460655,"Rue du Faubourg Figuerolles, Montpellier",mise en danger des piétons et des cyclistes,,2023-10-09 16:12:00,2,Montpellier
124,9202BB56,43.59434,3.86078,"Avenue de Toulouse, Montpellier",,,2023-10-09 08:22:00,2,Montpellier
125,3B2538BA,43.60545157017011,3.87950942660981,"Rue Pagézy, Montpellier",en Zone de rendontre,,2023-10-09 06:51:00,2,Montpellier
126,3839D36A,43.59769517559932,3.845843632861739,"Rue du Pas du Loup, Montpellier",stationnement au milieu du trottoir et PC,,2023-10-09 06:36:00,2,Montpellier
127,B52478D0,43.63023569669808,3.900533057749272,"Avenue de la Galine, Castelnau-le-Lez",,,2023-10-08 17:19:00,2,Castelnau-le-Lez
128,DBE3D97D,43.57929911515034,3.859764151275158,"Avenue Étienne Méhul, Montpellier",,,2023-10-06 17:06:00,2,Montpellier
129,51B07502,43.59747995122759,3.845683774334164,"Rue du Pas du Loup, Montpellier",sur la bande cyclable,,2023-10-06 16:48:00,2,Montpellier
130,56EBA36F,43.63522730306152,3.92453522421785,"Route de Nîmes, Castelnau-le-Lez",Pleine largeur ! On est bien laaaaa,,2023-10-05 08:29:00,2,Castelnau-le-Lez
131,923E6650,43.61605570892387,3.822569288313389,"Rue du Pilory, Montpellier","collégiens sur chaussée, voiture sur trottoir ",,2023-10-05 07:23:00,2,Montpellier
132,651093C9,43.598539748981935,3.87581080198288,"Avenue de Maurin, Montpellier",Camion en arrêt sur la piste cyclable et trottoir,"Un camion de livraison stationne sur la piste cyclable et trottoir (un autre vu il y a 2 semaines). Aujourd’hui on peut passer à droite, mais la dernière fois tout le monde doit descendre sur la chaussée pour passer, même les poussettes. Danger!",2023-10-05 07:07:00,2,Montpellier
133,2035993A,43.59854065026826,3.875804403305053,"Avenue de Maurin, Montpellier",Camion de livraison en arrêt sur la piste cyclabl,"Régulièrement, aujourd’hui ça fait 2 jours consécutivement, un camion de livraison stationne sur la piste cyclable et trottoir. Parfois on peut passer à gauche ou à droite, parfois tout le monde doit descendre sur la chaussée pour passer. Le traffic est très dense au matin, tout le monde râle (piéton, cycliste, voitures etc)",2023-10-05 07:03:00,2,Montpellier
134,6BD73B05,43.605909595682085,3.876852550680865,"Place Alexandre Laissac, Montpellier",camion sur PC (place de livraison devant libre),,2023-10-05 06:34:00,3,Montpellier
135,2916DFD5,43.57931,3.85976,"Avenue Étienne Méhul, Montpellier",encore garer sur le trottoir,,2023-10-04 16:26:00,2,Montpellier
136,968C6A80,43.6059601411308,3.8768998682280658,"Place Alexandre Laissac, Montpellier","livreur sur PC, PM qui laisse faire",,2023-10-04 06:45:00,2,Montpellier
137,8787EE4A,43.606343916241705,3.864312171936036,"Rue du Faubourg Figuerolles, Montpellier",scooter à fond sur le trottoir (+insultes),,2023-10-04 06:41:00,7,Montpellier
138,8C8A441D,43.60531144688424,3.875966459490883,"Rue Anatole France, Montpellier",circulation sur la pc,,2023-10-03 16:20:00,7,Montpellier
139,DEAAF8D9,43.60545973435636,3.876251725408332,"Rue Anatole France, Montpellier",3 camions sur la piste !!!,,2023-10-03 06:48:00,2,Montpellier
140,2CE119A5,43.60543727761811,3.8762044025872298,"Rue Anatole France, Montpellier",au travers de la PC,,2023-10-02 16:09:00,2,Montpellier
141,345F3E48,43.6073662201727,3.867122532491947,"Place Roger Salengro, Montpellier",no comment...,,2023-10-02 06:44:00,2,Montpellier
142,3F3BEDF3,43.62224841229186,3.8550600429607584,"Avenue du Père Soulas, Montpellier",Tout le temps. Juste tout le temps.,,2023-09-29 11:48:00,7,Montpellier
143,725C0C0F,43.64005063334696,3.937391638755799,"Route de Nîmes, Le Crès",En travers de la piste cyclable OKLM,,2023-09-28 12:59:00,2,Le Crès
144,ED44A559,43.61604308682028,3.822558559477329,"Rue du Pilory, Montpellier",encore et toujours des véhicules sur le trottoir ,,2023-09-28 07:16:00,2,Montpellier
145,DC467F68,43.65887549783946,3.972495049238205,"Rue du Stade, Vendargues",,,2023-09-27 16:40:00,2,Vendargues
146,3C9865B6,43.65882795609573,3.971895575523377,"Rue de la Cadoule, Vendargues",,,2023-09-27 16:33:00,2,Vendargues
147,08DBA1C5,43.65855507546102,3.970848172903061,"Rue de la Cadoule, Vendargues",,,2023-09-27 16:32:00,2,Vendargues
148,AC6A39F7,43.68711751486608,3.864209937777936,"Rue du Mas de Prades, Prades-le-Lez",Non réglementaire. Voie verte = route (R110-2),,2023-09-27 13:01:00,3,Prades-le-Lez
149,5063CF48,43.579311987845024,3.859754092991352,"Avenue Étienne Méhul, Montpellier",garer sur le trottoir ,"déjà que l'avenue Méhul est dans un état pitoyable, mais en plus le trottoir est constamment occupé par des voitures ",2023-09-26 07:54:00,2,Montpellier
