token,latitude,longitude,address,comment,explanation,time,categorie,cityname
718D39BD,43.61029587074428,3.9137187972664833,"Avenue Albert Einstein, Montpellier",warnings d'immunité ,,2024-02-08 11:36:00,2,Montpellier
C7071E0A,43.593368542145875,3.8792701810598373,"Avenue des Prés d'Arènes, Montpellier","stationnement sur le trottoir, les piétons doiven",,2024-02-07 11:51:00,2,Montpellier
7D42E952,43.601690041006,3.881478980183601,"3 Rue Adolphe Mion, Montpellier",anneaux de stationnement insuffisant devant la sal,Le nombre d'anneaux de stationnement vélo est insuffisant devant la salle de sport. cette salle d'arts martiaux est fréquentée par un public jeune qui se déplace fréquemment en vélo. les anneaux sont toujours saturés aux horaires d'ouverture ,2024-02-05 16:10:33,3,Montpellier
6061BC32,43.60391396286617,3.895112648606301,"Boulevard des Consuls de Mer, Montpellier",insertion impossible sur piste qui est obligatoire,,2024-02-04 16:38:00,3,Montpellier
B1075A85,43.60392246022654,3.893347755074501,"Boulevard des Consuls de Mer, Montpellier",panneaux incohérents ,,2024-01-30 07:47:00,6,Montpellier
40887E54,43.60385520965597,3.893088586628437,"Chemin de Moularès, Montpellier",piste obligatoire mais peu accessible,,2024-01-30 07:45:00,3,Montpellier
EAEF4DD8,43.620648279626025,3.897487409412861,"Avenue de la Pompignane, Montpellier",piste cyclable systématiquement encombrée ,,2024-01-28 11:17:00,2,Montpellier
8B4E3025,43.60579130005593,3.8768970966339116,"Rue Durand, Montpellier",stationnement sur trottoir,Les piétons sont contraints de se déporter sur la voie,2024-01-28 10:45:00,2,Montpellier
78B40151,43.61428745574182,3.870261762000041,"Rue du Faubourg Saint-Jaumes, Montpellier",véhicule garé sur la piste cyclable,,2024-01-28 10:04:00,2,Montpellier
46F9BD01,43.59921,3.87911,"Boulevard de la Perruque, Montpellier",travaux non signalés hyper dangereux ,,2024-01-22 14:00:00,2,Montpellier
389CA40A,43.65520573690874,3.9684889186210635,"Passage Yvonne Barre, Vendargues",Vue de la hauteur d’un enfant ,Probleme vital au Passage piéton ,2024-01-20 09:52:00,2,Vendargues
D608F411,43.61594781412606,3.9001142978668217,"Rue du Petit Verger, Montpellier",Comme tt les jours ,,2024-01-19 15:34:00,2,Montpellier
E1EE2CFF,43.631057281104056,3.8610598763716557,"Place Eugène Bataillon, Montpellier",Les bus TAM passaient ; route à réduire de 2m mi,"réduire la taille de l'anneau diminuera les rayons de giration et donc les vitesses, et augmentera les zones tampon et donc la sécurité globale.",2024-01-18 08:35:00,3,Montpellier
914EB23F,43.6105287703614,3.871647476626095,"Place Giral, Montpellier","Impunité devant les affiches ""vidéoverbalisatio",stationnement interdit en zone de rencontre Art. R417-10,2024-01-18 07:27:00,7,Montpellier
1376B6D9,43.60775,3.86953,"Cours Gambetta, Montpellier",camionns sir la piste cyclable ,,2024-01-16 11:39:00,2,Montpellier
F15D2CB9,43.58777142469018,3.8720268756151195,"Avenue de Maurin, Montpellier","pour éviter les ralentisseurs, emprunter la piste",des ralentisseurs ont été installé sur l'avenue de Maurin. Aucune protection de la piste cyclable. Les voitures empruntent en masse la piste à grande vitesse.,2024-01-15 16:15:00,7,Montpellier
BD23F154,43.66089259142778,3.8657015562057495,"not found, Montferrier-sur-Lez",dépôts d'encombrants sur la piste cyclable ,,2024-01-15 07:20:00,2,Montferrier-sur-Lez
ACE5A075,43.607139635610025,3.8664766989080874,"Rue du Faubourg Figuerolles, Montpellier",Véhicule garé puis roulant sur la piste cyclable,,2024-01-12 16:33:00,2,Montpellier
75E0FB57,43.65560555555555,3.968088888888889,"Rue du Salaison, Vendargues",Manque panneau double sens cyclable,,2024-01-12 15:26:00,6,Vendargues
CD65B621,43.63092760905806,3.861146844086325,"Place Eugène Bataillon, Montpellier",Voirie trop large - à réduire.,,2024-01-10 10:15:00,3,Montpellier
BE52EFB6,43.594581437281725,3.87916624546051,"Avenue des Prés d'Arènes, Montpellier",véhicule arrêté plusieurs minutes sur piste cyc,,2024-01-06 13:47:00,2,Montpellier
641407D4,43.62078286449736,3.897464275360108,"Avenue de la Pompignane, Montpellier",,Aménagements insuffisants ,2023-12-23 10:20:00,2,Montpellier
4A7BD51D,43.60680153959841,3.884850516915321," 9 Rue Bayard, Montpellier",scooters au rack vélo+ poubelle ,,2023-12-19 16:20:00,2,Montpellier
96FD8E5F,43.61606638916331,3.8227171450853343,"Rue du Pilory, Montpellier","véhicules sur trottoir, collégiens sur la route",,2023-12-18 08:02:00,2,Montpellier
F9E64D4F,43.614853329562266,3.8699678092286547,"Rue du Faubourg Saint-Jaumes, Montpellier",Véhicule garé sur la piste cyclable,,2023-12-17 09:44:00,2,Montpellier
62EB8F68,43.62267,3.81072,"Avenue de Heidelberg, Montpellier","stade de la mosson, aucun arceau!!!!!",,2023-12-12 09:27:00,5,Montpellier
DE61D009,43.61599745303908,3.8225112855434418,"Rue du Pilory, Montpellier",Véhicules sur trottoir proximité collège ,,2023-12-12 07:52:00,2,Montpellier
F1B28E6B,43.61286927188222,3.8393783907729255,"Avenue des Garrats, Montpellier",Arceaux sciés place vélos Géant Casino Celleneu,"Découverte que des arceaux avaient été sciés, sans que ce soit visible, je les ai tordus pour éviter tout accrochage de vélo",2023-12-11 15:05:00,100,Montpellier
BC1E07A1,43.61606,3.82264,"Rue du Pilory, Montpellier",véhicules sur piste cyclable abords collège ,,2023-12-11 08:09:00,2,Montpellier
A3D5B041,43.61286927188222,3.873013257980347,"Rue de l'École de Médecine, Montpellier",,,2023-12-09 11:46:00,10,Montpellier
3CD3EF72,43.658419241082775,3.968876414000988,"Rue des Bergeries, Vendargues",,,2023-12-09 07:45:00,2,Vendargues
374666E8,43.63898690833743,3.8651168346405034,"Route de Mende, Montpellier",GCUMs,"Tous les jours, le trottoir/ PC est devenu un vrai parking",2023-12-08 09:34:00,2,Montpellier
E8AC9D0E,43.63737033575133,3.8666422832107643,"Route de Mende, Montpellier",Gcum,Pas la première fois que les gens se garent ici sur la piste cyclable ,2023-12-08 09:33:00,2,Montpellier
B40B37C1,43.60354,3.87364,"Rue Étienne-Antoine, Montpellier",pas assez de places pour tous les vélos ,,2023-12-05 13:42:00,5,Montpellier
74F40B94,43.58658,3.88385,"Rue de la Restanque, Montpellier","des parkings partout, mais rien pour les velos",,2023-12-04 07:27:00,5,Montpellier
A12986D6,43.620916982087365,3.8975512819290175,"Avenue de la Pompignane, Montpellier",Comme d habitude véhicule garé sur piste cyclabl,Aménagement mal conçu. ,2023-12-02 09:04:00,2,Montpellier
19A2DD8F,43.65467004291044,3.9689333508818305,"Allée des Acacias, Vendargues",Stationnement gênant récurrent sur l’espace pi,,2023-12-01 16:42:00,2,Vendargues
4DBD9486,43.65528978499941,3.9684928153774224,"Passage Yvonne Barre, Vendargues",Parking gênant répétitif  sur espace piéton ,,2023-12-01 16:40:00,2,Vendargues
A93F5EFE,43.61056837585463,3.8718131203040693,"Place Giral, Montpellier",chaque jour d'école à 8h30,"sous les caméras de vidéo-surveillance et devant les panneaux ""vidéo-verbalisation"" ; impunité totale",2023-11-30 07:21:00,2,Montpellier
A0CCAE97,43.63766693141268,3.8663345575332646,"Route de Mende, Montpellier",« Parking Cyclable »,"Sur cette route en travaux, la gauche du trottoir réservé pour les cycles et la droite pour les piétons. Stationnement sur la PC sans impunité depuis des semaines. ",2023-11-29 09:07:00,2,Montpellier
F828AD22,43.61614382084236,3.8228730484843254,"Rue du Pilory, Montpellier",véhicules sur PC abords collège ,,2023-11-24 07:55:00,2,Montpellier
9A232908,43.61607415660897,3.8227503374218945,"Rue du Pilory, Montpellier",véhicules garés trottoir abords du collège ,,2023-11-23 07:51:00,2,Montpellier
B5B9DB60,43.60325286455078,3.8843821361660953,"Boulevard de Strasbourg , Montpellier",,,2023-11-23 07:42:00,2,Montpellier
A04C6FAA,43.62627441185156,3.884603364486679,"Avenue de la Justice de Castelnau, Montpellier",Gros gravier sur piste cyclable ,,2023-11-22 09:20:00,4,Montpellier
C2FDDEAB,43.63373788731484,3.9213681221008305,"Chemin du Clos de l'Armet, Castelnau-le-Lez",Professionnel du trottoir ,Taxis en plein milieu du trottoir ,2023-11-17 19:38:00,2,Castelnau-le-Lez
EF8A0165,43.627473,3.8428132,"Rue André Chamson, Montpellier",Vol de 5 vélos dans notre garage,,2023-11-17 19:33:00,10,Montpellier
81EBED6A,43.65163,3.95129,"Rue de la Marbrerie, Vendargues",,,2023-11-17 12:43:00,2,Vendargues
AFFC2572,43.645774868391236,3.862610310316086,"Route de Mende, Montpellier","poteau bas, délimitation piste absente",,2023-11-16 16:11:00,3,Montpellier
D7D356B8,43.64576637694477,3.8625885173678394,"Route de Mende, Montpellier",GCUM danger à pied vélo école ,,2023-11-16 16:09:00,2,Montpellier
5F53E773,43.603294444444444,3.884413888888889,"Boulevard de Strasbourg, Montpellier",Véhicule garé en feux de détresse sur anneau v?,"A côté du collège à l'heure de la sortie des classes, mettant en danger les enfants qui utilisent leur vélo pour rentrer chez eux.",2023-11-16 15:35:00,2,Montpellier
75088535,43.63998973280554,3.937334641817899,"Route de Nîmes, Le Crès",,,2023-11-16 13:11:00,2,Le Crès
7287BE00,43.62092909929554,3.8974421471357346,"Avenue de la Pompignane, Montpellier",,,2023-11-16 11:30:00,2,Montpellier
7DA37B07,43.63583541537467,3.9255382262884813,"Route de Nîmes, Castelnau-le-Lez",Bloque trottoir et piste cyclable ,,2023-11-14 12:37:00,2,Castelnau-le-Lez
C8D13591,43.598606034281666,3.865512795746326,"avenue de toulouse, Montpellier",est vite partie quand il a vu que je prenais  uneh,,2023-11-14 09:53:00,2,Montpellier
CB63247E,43.561486255932145,3.9962768554687504,"19 rue dessalle possel, Montpellier",Tentative de vol velo,,2023-11-13 15:18:00,10,Montpellier
59149E62,43.612278277777776,3.8604909444444444,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier",Stationnement qui dépasse et bordure arrondie !,Aménagement dangereux car le cycliste est bloqué par la bordure arrondie.,2023-11-13 09:09:00,3,Montpellier
8D167AF9,43.61489203692961,3.8806314021348953,"Quai du Verdanson, Montpellier","dakle arrachée, gravier + plot sur PC",,2023-11-07 06:08:00,4,Montpellier
B188D4AE,43.61165225451404,3.8665652275085454,"Rue Saint-Louis, Montpellier",Vol de mon vélo attaché avec un antivol ,,2023-11-05 10:10:00,10,Montpellier
26CFF830,43.59750570155038,3.8456953916468755,"Rue du Pas du Loup, Montpellier",un habitué... triple comnbo,,2023-10-29 08:41:00,2,Montpellier
5D995C57,43.606884844646196,3.8659614762467602,"Rue du Faubourg Figuerolles, Montpellier",combo PC et passage piéton,,2023-10-28 19:39:00,2,Montpellier
A1982827,43.60737039819124,3.867113096951838,"Place Roger Salengro, Montpellier",no comment,,2023-10-28 12:40:00,2,Montpellier
7E5AF378,43.60686663326145,3.865922510070235,"Rue du Faubourg Figuerolles, Montpellier",sur la PC,,2023-10-26 16:16:00,2,Montpellier
0B90286C,43.60865530342531,3.849966712296009,"Avenue de la Liberté, Montpellier",qui a la priorité ?,,2023-10-26 05:59:00,6,Montpellier
9813F4E5,43.60486323198699,3.9197219163179398,"Rue Georges Méliès, Montpellier",,,2023-10-24 10:45:00,2,Montpellier
C07203EB,43.606876069969275,3.8659536900296896,"Rue du Faubourg Figuerolles, Montpellier",piste cyclable bloquée !!! ,,2023-10-23 06:55:00,2,Montpellier
3692DE5B,43.630067765025,3.900014720857143,"Avenue de la Galine, Castelnau-le-Lez",,,2023-10-21 15:16:00,2,Castelnau-le-Lez
F32AF677,43.659561453094675,3.9700964838266373,"Rue des Devèzes, Vendargues",,,2023-10-21 07:50:00,2,Vendargues
6D0177F5,43.65843209684959,3.9686289802193637,"Rue des Bergeries, Vendargues",,,2023-10-14 11:58:00,2,Vendargues
7BAC64D7,43.61937,3.86443,"Rue Hippolyte Rech, Montpellier",fuite borne incendie ,,2023-10-14 09:51:00,100,Montpellier
E68B044A,43.61359,3.82971,"Rue Marcellin Albert, Montpellier",,,2023-10-14 08:08:00,2,Montpellier
092DAE74,43.592054669188215,3.8509982757972288,"Rue de Bugarel, Montpellier",no comment,,2023-10-13 07:17:00,2,Montpellier
02289DD7,43.59263314754228,3.8441776014758893,"Avenue du XV de France, Montpellier","et 10 places libres dans la rue, menaces...",,2023-10-12 16:53:00,2,Montpellier
9F78F25F,43.58799484340411,3.872155621647835,"Avenue de Maurin, Montpellier",voitures sur la PC pour éviter les ralentisseurs ,,2023-10-12 15:08:00,3,Montpellier
A6C7372A,43.61609600254449,3.8227959349751472,"Rue du Pilory, Montpellier",toujours le même véhicule sur trottoir ,,2023-10-12 06:17:00,2,Montpellier
B550366C,43.65872535312256,3.97201158106327,"Rue de la Cadoule, Vendargues",,,2023-10-11 16:37:00,2,Vendargues
3EEC84C5,43.605869142461074,3.8624548169460664,"Rue du Faubourg Figuerolles, Montpellier",mise en danger des piétons et des cyclistes,,2023-10-09 16:12:00,2,Montpellier
9202BB56,43.59434,3.86078,"Avenue de Toulouse, Montpellier",,,2023-10-09 08:22:00,2,Montpellier
3B2538BA,43.60545157017011,3.8795094266098094,"Rue Pagézy, Montpellier",en Zone de rendontre,,2023-10-09 06:51:00,2,Montpellier
3839D36A,43.59769517559932,3.845843632861739,"Rue du Pas du Loup, Montpellier",stationnement au milieu du trottoir et PC,,2023-10-09 06:36:00,2,Montpellier
B52478D0,43.63023569669808,3.9005330577492714,"Avenue de la Galine, Castelnau-le-Lez",,,2023-10-08 17:19:00,2,Castelnau-le-Lez
DBE3D97D,43.57929911515034,3.859764151275158,"Avenue Étienne Méhul, Montpellier",,,2023-10-06 17:06:00,2,Montpellier
51B07502,43.59747995122759,3.8456837743341636,"Rue du Pas du Loup, Montpellier",sur la bande cyclable,,2023-10-06 16:48:00,2,Montpellier
56EBA36F,43.63522730306152,3.92453522421785,"Route de Nîmes, Castelnau-le-Lez",Pleine largeur ! On est bien laaaaa,,2023-10-05 08:29:00,2,Castelnau-le-Lez
923E6650,43.61605570892387,3.822569288313389,"Rue du Pilory, Montpellier","collégiens sur chaussée, voiture sur trottoir ",,2023-10-05 07:23:00,2,Montpellier
651093C9,43.598539748981935,3.87581080198288,"Avenue de Maurin, Montpellier",Camion en arrêt sur la piste cyclable et trottoir,"Un camion de livraison stationne sur la piste cyclable et trottoir (un autre vu il y a 2 semaines). Aujourd’hui on peut passer à droite, mais la dernière fois tout le monde doit descendre sur la chaussée pour passer, même les poussettes. Danger!",2023-10-05 07:07:00,2,Montpellier
2035993A,43.59854065026826,3.875804403305053,"Avenue de Maurin, Montpellier",Camion de livraison en arrêt sur la piste cyclabl,"Régulièrement, aujourd’hui ça fait 2 jours consécutivement, un camion de livraison stationne sur la piste cyclable et trottoir. Parfois on peut passer à gauche ou à droite, parfois tout le monde doit descendre sur la chaussée pour passer. Le traffic est très dense au matin, tout le monde râle (piéton, cycliste, voitures etc)",2023-10-05 07:03:00,2,Montpellier
6BD73B05,43.605909595682085,3.8768525506808653,"Place Alexandre Laissac, Montpellier",camion sur PC (place de livraison devant libre),,2023-10-05 06:34:00,3,Montpellier
2916DFD5,43.57931,3.85976,"Avenue Étienne Méhul, Montpellier",encore garer sur le trottoir,,2023-10-04 16:26:00,2,Montpellier
968C6A80,43.605960141130794,3.8768998682280658,"Place Alexandre Laissac, Montpellier","livreur sur PC, PM qui laisse faire",,2023-10-04 06:45:00,2,Montpellier
8787EE4A,43.606343916241705,3.8643121719360356,"Rue du Faubourg Figuerolles, Montpellier",scooter à fond sur le trottoir (+insultes),,2023-10-04 06:41:00,7,Montpellier
8C8A441D,43.60531144688424,3.875966459490883,"Rue Anatole France, Montpellier",circulation sur la pc,,2023-10-03 16:20:00,7,Montpellier
DEAAF8D9,43.60545973435636,3.8762517254083315,"Rue Anatole France, Montpellier",3 camions sur la piste !!!,,2023-10-03 06:48:00,2,Montpellier
2CE119A5,43.60543727761811,3.8762044025872298,"Rue Anatole France, Montpellier",au travers de la PC,,2023-10-02 16:09:00,2,Montpellier
345F3E48,43.6073662201727,3.867122532491947,"Place Roger Salengro, Montpellier",no comment...,,2023-10-02 06:44:00,2,Montpellier
3F3BEDF3,43.62224841229186,3.8550600429607584,"Avenue du Père Soulas, Montpellier",Tout le temps. Juste tout le temps.,,2023-09-29 11:48:00,7,Montpellier
725C0C0F,43.64005063334696,3.937391638755799,"Route de Nîmes, Le Crès",En travers de la piste cyclable OKLM,,2023-09-28 12:59:00,2,Le Crès
ED44A559,43.61604308682028,3.822558559477329,"Rue du Pilory, Montpellier",encore et toujours des véhicules sur le trottoir ,,2023-09-28 07:16:00,2,Montpellier
DC467F68,43.65887549783946,3.9724950492382045,"Rue du Stade, Vendargues",,,2023-09-27 16:40:00,2,Vendargues
3C9865B6,43.65882795609573,3.9718955755233765,"Rue de la Cadoule, Vendargues",,,2023-09-27 16:33:00,2,Vendargues
08DBA1C5,43.65855507546102,3.970848172903061,"Rue de la Cadoule, Vendargues",,,2023-09-27 16:32:00,2,Vendargues
AC6A39F7,43.68711751486608,3.8642099377779364,"Rue du Mas de Prades, Prades-le-Lez",Non réglementaire. Voie verte = route (R110-2),,2023-09-27 13:01:00,3,Prades-le-Lez
5063CF48,43.579311987845024,3.859754092991352,"Avenue Étienne Méhul, Montpellier",garer sur le trottoir ,"déjà que l'avenue Méhul est dans un état pitoyable, mais en plus le trottoir est constamment occupé par des voitures ",2023-09-26 07:54:00,2,Montpellier
FD28E4E9,43.605668763701644,3.8774778321684926,"Rue d'Alger, Montpellier",trottoir impraticable,,2023-09-26 06:49:00,2,Montpellier
D36DE759,43.6058590987338,3.8767961755300777,"Place Alexandre Laissac, Montpellier",no comment,,2023-09-26 06:48:00,2,Montpellier
D3E60306,43.60566487930695,3.8765766800969286,"Place Alexandre Laissac, Montpellier",sur la PC et devant PP,,2023-09-26 06:48:00,2,Montpellier
A80F6FDC,43.5980393290327,3.8460964922405343,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-09-26 06:36:00,2,Montpellier
E423E84B,43.59786062395694,3.845994512584695,"Rue du Pas du Loup, Montpellier",sur BC et devant passage piéton,,2023-09-25 17:33:00,2,Montpellier
81CBBC81,43.59789133892959,3.8459606226951197,"Rue du Pas du Loup, Montpellier",sur trottoir et PC,,2023-09-25 17:33:00,2,Montpellier
24A092EA,43.59831904025967,3.846384802744046,"Rue du Pas du Loup, Montpellier",trottoir et BC impraticable (+contresens),,2023-09-25 16:18:00,2,Montpellier
